Index,Category,Condition,Paragraphe,Adapt_Poso,Anticholinergiques selon l'ANSM,Charge anticholinergique centrale,Charge anticholinergique périphérique,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul
Fluoxetine [PROZAC],Contrôle des intéractions médicamenteuses :,Co-prescription de tramadol/lithium/millepertuis :,"Attention, le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].",Uniquement si IH,0,0,1,0,0,0,0,0,0,0,1
Fluoxetine [PROZAC],Contrôle des intéractions médicamenteuses :,Co-prescription de métoprolol indiqué dans l’insuffisance cardiaque :,Attention ! La fluoxétine est contre-indiquée (Voir Monographie) en association avec le métoprolol utilisé dans le traitement de l'insuffisance cardiaque en raison d’une inhibition du métabolisme hépatique du métoprolol (CYP 2D6) par la fluoxétine menant à un risque de bradycardie excessive.,Uniquement si IH,0,0,1,0,0,0,0,0,0,0,1
Fluphenazine,,(À TRAITER),(À TRAITER),(À TRAITER),1,3,3,0,1,0,0,0,0,1,1
Fluvastatine [LESCOL],Contrôle des indications :,Prévention primaire (dyslipidémie) chez le plus de 80 ans :,"Absence de preuve formelle de l’efficacité des statines sur la réduction de la mortalité toutes causes chez les sujets âgés de plus de 80 ans à faible risque cardiovasculaire en prévention primaire. Effets indésirables musculo‐squelettiques (myalgies, myopathies, rhabdomyolyse), risque de diabète et d’atteintes hépatiques. Privilégier l’abstention thérapeutique.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Fluvastatine [LESCOL],Contrôle des indications :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose. A reprendre.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Fluvoxamine [FLOXYFRAL],Contrôle des indications :,Aucun antécédent retrouvé dans le dossier médical :,Prise en charge d’un épisode dépressif majeur caractérisé (selon le DSM-V) ou de TOC. Pas d’antécédent dans le dossier médical. Médicament hyponatrémiant (à surveiller chez le sujet âgé).,AAP,0,1,1,0,0,0,0,0,0,0,1
Fluvoxamine [FLOXYFRAL],Contrôle des indications :,Antécédent d'épisode dépressif majeur : ,Prise en charge d’un épisode dépressif majeur. Médicament hyponatrémiant (à surveiller chez le sujet âgé). A poursuivre.,AAP,0,1,1,0,0,0,0,0,0,0,1
Fluvoxamine [FLOXYFRAL],Contrôle des indications :,Antécédent de Troubles Obsessionels Compulsifs (TOC) :,Prise en charge Troubles Obsessionels Compulsifs (TOC). Médicament hyponatrémiant (à surveiller chez le sujet âgé). A poursuivre.,AAP,0,1,1,0,0,0,0,0,0,0,1
Fluvoxamine [FLOXYFRAL],Contrôle des contre-indications et précautions d'emploi :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,AAP,0,1,1,0,0,0,0,0,0,0,1
Fraction Flavonoique Purifiée Micronisée [DAFLON],,Par défaut :,"Prise en charge des symptômes en rapport avec l'insuffisance veinolymphatique (jambes lourdes, douleurs, impatiences du primodécubitus). Non remboursée, efficacité discutée. A réévaluer.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Furosemide 20 ou 40 mg [LASILIX],,Avec co-prescription sels de potassium :,Prise en charge de l’équilibre cardio-rénal. Kaliémie et Volémie à surveiller.,(À TRAITER),0,1,1,0,0,0,1,0,0,0,0
Furosemide 20 ou 40 mg [LASILIX],,Sans co-prescription sels de potassium :,"Prise en charge de l’équilibre cardio-rénal. Attention, médicament hypokaliémiant. Kaliémie et Volémie à surveiller.",(À TRAITER),0,1,1,0,0,0,1,0,0,0,0
Furosemide 500 mg [LASILIX SPECIAL],,Chez l'insuffisant rénal chronique :,Prise en charge de l’équilibre cardio-rénal chez le patient insuffisant rénale chronique sévère. A poursuivre.,(À TRAITER),0,1,1,0,0,0,1,0,0,0,0
Gabapentine,,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,1,0,0,0,0,0,0
Galantamine,,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Gemfibrozil [LIPUR],Contrôle des indications :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose en cas d’intolérance ou de contre-indication aux statines. A reprendre.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Gemfibrozil [LIPUR],Contrôle des indications :,Antécédent d’hypertriglycéridémie :,Prise en charge de l’hypertriglycéridémie. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Gemfibrozil [LIPUR],Contrôle des intéractions médicamenteuses :,Si co-prescription de Répaglinide :,"ATTENTION ! L’association entre le gemfibrozil et le répaglinide fait l’objet d’une CONTRE-INDICATION pour risque majeur d'hypoglycémie sévère voire de coma, par augmentation importante des concentrations plasmatiques du répaglinide (Fort substrat du CYP 2C8) par le gemfibrozil (Inhibiteur puissant du CYP 2C8). En fonction de l’indication et des objectifs thérapeutiques, privilégier l’arrêt d’un des deux médicaments ou sa substitution par un autre membre de sa classe thérapeutique.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Gemfibrozil [LIPUR],Contrôle des intéractions médicamenteuses :,Co-prescription Statine :,"Attention, la co-prescription d’une statine et d’un fibrate est au minimum à DECONSEILLER (Thésaurus de l’ANSM, 2020), et ce d’autant plus chez le patient MUPA, à cause du risque d'addition d'effets indésirables (dose-dépendants) à type de rhabdomyolyse et de dénutrition. En cas de prévention secondaire du risque cardiovasculaire, privilégier uniquement la statine, sinon uniquement le fibrate.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Glibenclamide [DAONIL],,Antécédent de Diabète de type 2 :,"Prise en charge du DNID. Médicament à risque d'hypoglycémie, en particulier chez le sujet âgé, pouvant entraîner une chute. N’est pas recommandé en cas d’insuffisance rénale légère à modérée, contre-indiqué si sévère. Revoir la balance bénéfice-risque d’un traitement par sulfamide selon son HbA1c. Rappel : l’objectif HbA1c est de 7% mais peut être fixé à 8% voire 9% pour la personne âgée en cas de polypathologie chronique évoluée.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Gliclazide [DIAMICRON],,Antécédent de Diabète de type 2 :,"Prise en charge du DNID. Médicament à risque d'hypoglycémie, en particulier chez le sujet âgé, pouvant entraîner une chute. N’est pas recommandé en cas d’insuffisance rénale légère à modérée, contre-indiqué si sévère. Revoir la balance bénéfice-risque d’un traitement par sulfamide selon son HbA1c. Rappel : l’objectif HbA1c est de 7% mais peut être fixé à 8% voire 9% pour la personne âgée en cas de polypathologie chronique évoluée.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Glimepiride [AMAREL],,Antécédent de Diabète de type 2 :,"Prise en charge du DNID. Médicament à risque d'hypoglycémie, en particulier chez le sujet âgé, pouvant entraîner une chute. N’est pas recommandé en cas d’insuffisance rénale légère à modérée, contre-indiqué si sévère. Revoir la balance bénéfice-risque d’un traitement par sulfamide selon son HbA1c. Rappel : l’objectif HbA1c est de 7% mais peut être fixé à 8% voire 9% pour la personne âgée en cas de polypathologie chronique évoluée.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Glipizide [OZIDIA],,Antécédent de Diabète de type 2 :,"Prise en charge du DNID. Médicament à risque d'hypoglycémie, en particulier chez le sujet âgé, pouvant entraîner une chute. N’est pas recommandé en cas d’insuffisance rénale légère à modérée, contre-indiqué si sévère. Revoir la balance bénéfice-risque d’un traitement par sulfamide selon son HbA1c. Rappel : l’objectif HbA1c est de 7% mais peut être fixé à 8% voire 9% pour la personne âgée en cas de polypathologie chronique évoluée.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Haloperidol [HALDOL] ,Contrôle des indications :,AVEC Antécédent de schizophrénie et SANS anticholinergique antiparkinsonien :,Prise en charge de la schizophrénie. Médicament cardiotoxique responsable d’un allongement du QT nécessitant la réalisation d’un ECG à l’instauration du traitement. Médicament sujet à l’hypotension orthostatique ainsi que de syndromes pseudo-parkinsoniens responsables de chute. La posologie minimale efficace doit toujours être recherché sachant que les doses doivent être diminués de moitié chez le sujet âgé. À poursuivre.,(À TRAITER),0,1,1,1,1,0,0,0,0,1,1
Haloperidol [HALDOL] ,Contrôle des indications :,AVEC Antécédent de schizophrénie et AVEC anticholinergique antiparkinsonien :,Prise en charge de la schizophrénie. Médicament cardiotoxique responsable d’un allongement du QT nécessitant la réalisation d’un ECG à l’instauration du traitement. Médicament sujet à l’hypotension orthostatique ainsi que de syndromes pseudo-parkinsoniens responsables de chute. Privilégier les neuroleptiques atypiques à faible dose afin de limiter le syndrome pseudo-parkinsonien et ainsi limiter les effets anticholinergiques periphériques et centraux (= syndrome confusionnel) du [Insérer le nom de l'anticholinergique antiparkinsonien].,(À TRAITER),0,1,1,1,1,0,0,0,0,1,1
Haloperidol [HALDOL] ,Contrôle des indications :,SANS Antécédent de schizophrénie :,"Prise en charge des troubles psychotiques et/ou de l’agressivité. Médicament cardiotoxique responsable d’un allongement du QT nécessitant la réalisation d’un ECG à l’instauration du traitement. Médicament à l’origine d’hypotension orthostatique ainsi que de syndromes pseudo-parkinsoniens responsables de chute. À éviter chez la personne âgée pour les problèmes comportementaux de la démence ou du délire, sauf lorsqu'il existe un risque de préjudice pour le patient lui-même ou son entourage.",(À TRAITER),0,1,1,1,1,0,0,0,0,1,1
Haloperidol [HALDOL] ,Contrôle des contre-indications et précautions d'emploi :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),0,1,1,1,1,0,0,0,0,1,1
Haloperidol [HALDOL] ,Contrôle des intéractions médicamenteuses :,Co-prescription de médicament torsadogène (voir liste des torsadogènes) :,"Attention médicament torsadogène [contre-indiqué avec le [Citalopram, Escitalopram, Dompéridone, Hydroxyzine][déconseillé avec les autres torsadogènes de la liste de l'ANSM] à cause du risque d’allongement du QT menant à une torsade de pointe.",(À TRAITER),0,1,1,1,1,0,0,0,0,1,1
Hydrochlorothiazide [ESIDREX],,Antécédent d’HTA :,Prise en charge de l’HTA. Attention médicament hypokaliémiant. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. À poursuivre.,(À TRAITER),0,0,0,0,0,0,1,0,0,0,0
Hydrochlorothiazide [ESIDREX],,Antécédent d'œdèmes :,"Prise en charge des œdèmes d’origine cardiaque, rénale ou hépatique. Attention médicament hyperkaliémiant.  A reprendre.",(À TRAITER),0,0,0,0,0,0,1,0,0,0,0
Hydrocortisone,,Traitement au long cours AVEC co-prescription vitamine D :,Prise en charge de [Insérer la pathologie concerné par la corticothérapie]. Médicament hypokaliémiant (à surveiller). Médicament sujet à l'ostéoporose (Surveillance). À poursuivre.,(À TRAITER),0,1,1,0,0,0,0,0,0,0,0
Hydrocortisone,,Traitement au long cours SANS co-prescription vitamine D :,Prise en charge de [Insérer la pathologie concerné par la corticothérapie]. Médicament hypokaliémiant (à surveiller). Médicament sujet à l'ostéoporose : préconiser une supplémentation en vitamine D (50 000 ou 80 000 selon IMC) avec une prise par mois (en précisant le jour exact) chez le sujet âgé afin d’éviter l’ostéoporose cortico-induite. À poursuivre.,(À TRAITER),0,1,1,0,0,0,0,0,0,0,0
Hydroxyzine [ATARAX],Contrôle des indications :,Utilisé dans les manifestations mineures de l’anxiété :,"Médicament anticholinergique (avec effets périphériques et centraux) et cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe). Si un traitement pharmacologique est nécéssaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",(À TRAITER),1,3,3,1,1,1,0,0,0,0,0
Hydroxyzine [ATARAX],Contrôle des indications :,Utilisé dans l’urticaire :,Médicament anticholinergique (avec effets périphériques et centraux) et cardiotoxique (provoque un allongement du QT entrainant un risque de torsade de pointe). Privilégier un anti-H1 de 2ème génération (ex : desloratadine 5 mg).,(À TRAITER),1,3,3,1,1,1,0,0,0,0,0
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emploi :,Chez le patient atteint d’une cardiopathie (pas HTA) :,"Médicament torsadogène contre-indiqué chez ce patient présentant une comorbidité cardiovasculaire [Indiquer laquelle]. Préconiser l’arrêt immédiat de l’hydroxyzine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",(À TRAITER),1,3,3,1,1,1,0,0,0,0,0
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emploi :,Chez le patient présentant une hypokaliémie (< 4.5 mmol/L) :,"Médicament torsadogène contre-indiqué chez ce patient présentant une hypokaliémie. Kaliémie à …  mmol/L. Préconiser l’arrêt immédiat de l’hydroxyzine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",(À TRAITER),1,3,3,1,1,1,0,0,0,,
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emploi :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt de l'hydroxyzine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",(À TRAITER),1,3,3,1,1,1,0,0,0,0,0
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emploi :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser l’arrêt de l'hydroxyzine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",(À TRAITER),1,3,3,1,1,1,0,0,0,0,0
Hydroxyzine [ATARAX],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour globe vésical :,"Médicament anticholinergique contre-indiqué chez ce patient. Préconiser l’arrêt de l'hydroxyzine. Privilégier un ISRS, IRSNa ou la miansérine/mirtazapine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",(À TRAITER),1,3,3,1,1,1,0,0,0,0,0
Hydroxyzine [ATARAX],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments torsadogènes :,"Médicament torsadogène contre-indiqué chez ce patient traité avec un autre médicament torsadogène : [Indiquer lequel]. Préconiser l’arrêt immédiat de l’hydroxyzine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement par [Pour l'insomnie : zopiclone ou zolpidem à posologie minimale efficace pendant maximum 4 semaines./Pour l'anxiété : Privilégier une benzodiazépine à demi-vie courte (Oxazépam 10mg si besoin).]",(À TRAITER),1,3,3,1,1,1,0,0,0,,
Hydroxyzine [ATARAX],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une une addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.",(À TRAITER),1,3,3,1,1,1,0,0,0,,
Hydroxyzine [ATARAX],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,"Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose, d'une part, à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique de la disopyramide. D'autre part, les anticholinestérasiques sont bradycardisants, augmentant le risque de torsade de pointe avec l'hydroxyzine. À réévaluer.",(À TRAITER),1,3,3,1,1,1,0,0,0,,
Beclomethasone/Formoterol [INNOVAIR],Contrôle des indications :,Antécédent d'asthme :,Traitement continu de l'asthme persistant. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des indications :,Aucun antécédent retrouvé dans le dossier médical :,"Traitement de 2nd intention, voir 3ème, dans les épisodes dépressifs majeurs caractérisés (selon le DSM-V) ou prise en charge de douleurs neuropathiques. Pas d’antécédent dans le dossier médical. Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane) sédatif et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chute. Revoir l’indication et la balance bénéfice-risque.",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des indications :,Antécédent d'épisode dépressif majeur : ,"Traitement de 2ème ou 3ème intention des épisodes dépressifs majeurs caractérisés (selon le DSM-V) résistantes. Médicament inapproprié chez la personne âgée : Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane), sédatif (antagoniste H1 central) et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chutes. Revoir la balance bénéfice-risque (si possible privilégier la Sertraline ou la Miansérine).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des indications :,Antécédent de douleurs neuropathiques : ,"Prise en charge des douleurs neuropathiques. Médicament inapproprié chez la personne âgée : Médicament anticholinergique (avec effets périphériques et centraux), cardiotoxique (effet stabilisant de membrane), sédatif (antagoniste H1 central) et à risque d’hypotension orthostatique (activité alpha1 bloquante) et par conséquent, de chutes. Revoir la balance bénéfice-risque (si possible privilégier la Gabapentine).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des contre-indications et précautions d'emploi :,Antécédent épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des contre-indications et précautions d'emploi :,"Antécédent d'hypertrophie bénigne de la prostate (co-prescription d'alfusozine, tamsulosine, permixon, tadenan, finastéride, dutastéride ou combodart) :","Médicament anticholinergique contre-indiqué chez ce patient atteint d’une hypertrophie bénigne de la prostate. Préconiser l’arrêt de l'imipramine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des contre-indications et précautions d'emploi :,Antécédent de glaucome à angle fermé :,"Médicament anticholinergique contre-indiqué chez ce patient présentant un antécédent de glaucome à angle fermé. Préconiser l’arrêt de l'imipramine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des contre-indications et précautions d'emploi :,Patient admis aux urgences pour globe vésical :,"Médicament anticholinergique contre-indiqué chez ce patient admis aux urgences pour globe vésical. Préconiser l’arrêt de l'imipramine. Si un traitement pharmacologique est nécéssaire, privilégier un traitement antidépresseur dépourvu de propriétés anticholinergiques tel que la Sertraline (meilleur rapport bénéfice-risque chez la personne âgée).",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des intéractions médicamenteuses :,Co-prescription de tramadol/lithium/millepertuis :,"Attention, le risque de syndrome sérotoninergique (rare mais grave) est majoré avec le [tramadol/lithium/millepertuis]. Préconiser l’arrêt du [tramadol/millepertuis].",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des intéractions médicamenteuses :,Co-prescription médicaments anticholinergiques (voir listes des anticholinergiques) :,"Attention ! La co-prescription du [Inserer le nom du médicament], autre médicament anticholinergique, expose à une une addition des effets atropiniques périphériques (constipation, rétention urinaire, trouble de l’accomodation, tachycardie) et centraux (troubles confusionnels). À proscrire chez la personne âgée. Réévaluer la balance bénéfice-risque et préconiser l'arrêt d'un de ces 2 médicaments.",(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Imipramine [ANAFRANIL / DEFANYL / QUITAXON],Contrôle des intéractions médicamenteuses :,Co-prescription anticholinestérasiques :,Attention ! La co-prescription d'un anticholinestérasique [Indiquer lequel] avec ce médicament anticholinergique expose à un risque de diminution de l'efficacité de l'anticholinestérasique par antagonisme des récepteurs de l'acétylcholine par l'action anticholinergique de l'imipramine. À réévaluer.,(À TRAITER),1,3,3,0,1,1,0,0,0,1,1
Irbesartan [APROVEL],Contrôle des indications :,Antécédent d’HTA (seule ou en association fixe COAPROVEL) :,Prise en charge de l’HTA. Attention médicament hyperkaliémiant. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Irbesartan [APROVEL],Contrôle des indications :,Antécédent de néphropathie glomérulaire diabétique (diabète de type II) :,Prise en charge de la néphropathie glomérulaire diabétique. Attention médicament hyperkaliémiant. A reprendre.,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Irbesartan [APROVEL],Contrôle des intéractions médicamenteuses :,Co-prescription de Lithium :,La vasodilatation de l’artériole rénale efférente par l’irbésartan est responsable d’une insuffisance rénale pouvant augmenter les concentrations de lithium et mener à un surdosage faisant ainsi l’objet d’une association déconseillée entre l’irbésartan et le lithium (Thésaurus de l’ANSM 2020).,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Irbesartan [APROVEL],Contrôle des intéractions médicamenteuses :,"Co-prescription d’AINS, Colchicine et Digoxine :",La vasodilatation de l’artériole rénale efférente par l’irbésartan est responsable d’une insuffisance rénale nécessitant une précaution d’emploi avec [la digoxine/la colchicine/les AINS].,(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Irbesartan [APROVEL],Contrôle des intéractions médicamenteuses :,Co-prescription d’un IEC :,"Attention ! Co-prescription d’un autre médicament inhibant le système rénine-angiotensine : [Nom du médicament]. Risque d’insuffisance rénale et d’hyperkaliémie, d’hypotension et de syncopes, sans effet bénéfique prouvé sur la réduction de la mortalité cardio‐vasculaire. ",(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Isosorbide,,(À TRAITER),(À TRAITER),(À TRAITER),0,1,1,0,0,0,0,0,0,1,0
Ispaghul [TRANSILANE],,Par défaut :,Prise en charge symptomatique de la constipation. A reprendre si besoin.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Ivabradine,,(À TRAITER),(À TRAITER),(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Poudre d’opium/Paracetamol [IZALGI],,Par défaut :,"Prise en charge de la douleur. Eviter les antalgiques de palier 2 chez le sujet âgé. Préconiser un palier 1 (Paracétamol 1g si plus de 50 kg 3 fois par jour en systématique , sinon prise de 500 mg). Si besoin, privilégier le palier 3 (morphiniques) avec co-prescription de laxatif.",(À TRAITER),0,0,0,0,0,0,0,1,0,0,0
Poudre d’opium/Cafeine/Paracetamol [LAMALINE],,Par défaut :,"Prise en charge de la douleur. Eviter les antalgiques de palier 2 chez le sujet âgé. Préconiser un palier 1 (Paracétamol 1g si plus de 50 kg 3 fois par jour en systématique , sinon prise de 500 mg). Si besoin, privilégier le palier 3 (morphiniques) avec co-prescription de laxatif.",(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Labetalol [TRANDATE],,Par défaut :,"Prise en charge de l'HTA (seule indication). Béta-bloquant non cardiosélectif avec activité alpha1 bloquant (=effet hypotenseur périphérique ++). Privilégier les bétabloquants cardiosélectifs (bisoprolol, nebivolol) car moins d'effets périphériques -hypotension. Si changement de béta-bloquant : Diminuer à la plus petite posologie le labétalol avant le switch vers autre béta-bloquant.",(À TRAITER),0,0,0,0,0,0,0,0,1,0,0
Lactulose [DUPHALAC],,Par défaut :,Prise en charge symptomatique de la constipation. A reprendre si besoin.,(À TRAITER),0,0,0,0,0,0,0,0,0,0,0
Lansoprazole [LANZOR / OGAST / OGASTORO],Contrôle des indications :,Sans antécédent AVEC prescription de Aspirine faible dose :,"Pas d’indication aux IPP au long cours (RGO avec œsophagite, corticothérapie avec épigastralgie, hernie hiatale...) dans le dossier médical. Pour rappel, le Kardegic n’est pas considéré comme AINS à la posologie AAP. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose,  hypoMg, diarrhée associée à C. difficile, carence en vit B12, infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Lansoprazole [LANZOR / OGAST / OGASTORO],Contrôle des indications :,Sans antécédent AVEC prescription d’un AAP en monothérapie sauf Aspirine faible dose :,"Pas d’indication aux IPP au long cours (RGO avec œsophagite, corticothérapie avec épigastralgie, hernie hiatale...) dans le dossier médical. Pour rappel, la monothérapie antiaggrégant plaquettaire n’est pas une indication à l’instauration d’un IPP. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose,  hypoMg, diarrhée associée à C. difficile, carence en vit B12, infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
Lansoprazole [LANZOR / OGAST / OGASTORO],Contrôle des indications :,Sans antécédent SANS prescription d'antiaggrégant plaquettaire :,"Pas d’indication aux IPP au long cours (RGO avec œsophagite, corticothérapie avec épigastralgie, hernie hiatale...) dans le dossier médical. Le traitement au long cours des IPP est à risque d’effets indésirables importants (ostéoporose,  hypoMg, diarrhée associée à C. difficile, carence en vit B12, infections pulmonaires…). Préconiser un arrêt progressif sous couvert de GAVISCON afin de traiter un éventuel effet rebond.",(À TRAITER),0,0,0,0,0,1,0,0,0,0,0
